run_id,experiment_id,pattern,model,task_name,status,llm_calls,prompt_tokens,completion_tokens,planner_calls,executor_calls,duration_seconds,energy_kwh,pass_rate,timestamp
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,grains,COMPLETED,7,11908,13125,4,3,198.0979099,0.002286579,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,grep,FAILED,8,11735,19235,4,4,285.2675679,0.003282138,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hamming,COMPLETED,6,8698,10939,3,3,168.2362289,0.001944288,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hangman,FAILED,8,14988,17786,4,4,269.2184291,0.003272353,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hello-world,COMPLETED,4,3424,7384,2,2,107.6457269,0.001249512,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hexadecimal,COMPLETED,8,9814,20404,4,4,307.0463231,0.003528722,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,high-scores,FAILED,8,10312,8551,4,4,126.465857,0.001468015,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,house,FAILED,6,10852,18045,3,3,279.813611,0.003219786,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,isbn-verifier,FAILED,5,4626,11105,3,2,900,0.01168284879,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,isogram,COMPLETED,4,3389,8320,2,2,121.4174161,0.00141231,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,killer-sudoku-helper,FAILED,4,7067,10512,2,2,162.195044,0.001878928,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,kindergarten-garden,FAILED,2,2786,5655,2,0,900,0.01223048948,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,knapsack,FAILED,6,10262,17801,4,2,278.063365,0.003199001,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,largest-series-product,FAILED,8,15567,10725,4,4,163.785964,0.001896002,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,leap,COMPLETED,7,9149,16415,4,3,244.1679051,0.002813148,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,ledger,FAILED,2,2756,3042,1,1,900,0.0103662674,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,line-up,FAILED,6,8086,17925,3,3,272.8833601,0.00313845,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,linked-list,FAILED,8,20763,15349,4,4,240.8921912,0.002773068,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,list-ops,FAILED,4,4340,11710,2,2,172.063633,0.001990685,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,luhn,FAILED,2,0,0,2,0,900,0.019609444,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,markdown,FAILED,2,1429,5648,1,1,900,0.01081156,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,matching-brackets,COMPLETED,4,3925,9532,2,2,142.0546441,0.00164778,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,matrix,COMPLETED,8,12947,13035,4,4,198.9458828,0.002291614,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,meetup,FAILED,8,21990,26310,4,4,547.0316122,0.006308527,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,minesweeper,FAILED,8,15916,21700,4,4,329.6921711,0.003784278,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,nth-prime,FAILED,8,12253,14909,4,4,224.707479,0.002588178,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,ocr-numbers,FAILED,2,2371,4600,2,0,900,0.01200899179,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,octal,FAILED,8,12447,19074,4,4,289.5130861,0.003326016,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,paasio,FAILED,8,14220,16731,4,4,250.18187,0.002886715,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,palindrome-products,COMPLETED,8,20135,31092,4,4,612.779089,0.007128291,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,pangram,COMPLETED,6,6857,12097,3,3,176.379627,0.002043179,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,pascals-triangle,FAILED,8,21167,26823,4,4,441.38919,0.005059798,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,perfect-numbers,COMPLETED,8,16323,22987,4,4,359.1592362,0.004143003,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,phone-number,FAILED,2,2784,2807,2,0,900,0.01030793916,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,pig-latin,FAILED,8,15149,29474,4,4,577.0265238,0.006610291,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,point-mutations,FAILED,4,4159,10391,2,2,154.1551709,0.00178239,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,poker,FAILED,7,6928,27078,4,3,900,0.01588473365,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,pov,FAILED,8,17324,39465,4,4,871.435817,0.009971502,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,prime-factors,COMPLETED,3,3116,11236,2,1,169.0233638,0.001950392,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,protein-translation,FAILED,8,15490,25902,4,4,401.6677229,0.004610252,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,proverb,FAILED,8,12056,24014,4,4,364.9779069,0.004188504,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,pythagorean-triplet,COMPLETED,6,9051,19440,3,3,423.1535358,0.004918347,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,queen-attack,FAILED,8,16297,14805,4,4,223.855963,0.002582031,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,rail-fence-cipher,FAILED,2,0,0,2,0,900,0.01961225321,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,raindrops,COMPLETED,8,14746,12533,4,4,192.5998249,0.002228365,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,rational-numbers,FAILED,8,19729,15974,4,4,367.182941,0.004220382,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,react,FAILED,8,11133,36624,4,4,560.6199212,0.006423334,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,rectangles,FAILED,7,6560,25943,4,3,900,0.01569612669,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,relative-distance,FAILED,2,0,0,2,0,900,0.01961251463,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,resistor-color,COMPLETED,6,7887,10857,3,3,164.0706928,0.001897632,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,resistor-color-duo,COMPLETED,6,7955,13487,3,3,201.2975202,0.002319507,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,resistor-color-expert,FAILED,2,2856,6918,2,0,900,0.01113549639,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,resistor-color-trio,FAILED,2,1094,7103,1,1,900,0.01108935142,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,rest-api,FAILED,8,14434,21836,4,4,331.89522,0.003809711,0,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,reverse-string,COMPLETED,2,1349,3983,1,1,58.33519697,0.000698775,1,2026-05-10T12:16:19Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,accumulate,COMPLETED,3,2685,1840,2,1,167.9704602,0.001992107,1,2026-05-11T06:11:03Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,acronym,FAILED,4,3870,6900,2,2,162.407486,0.001888686,0,2026-05-11T06:11:03Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,affine-cipher,FAILED,2,0,0,2,0,900,0.019619113,0,2026-05-11T06:11:03Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,all-your-base,FAILED,2,2185,2249,2,0,900,0.0104411075,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,allergies,FAILED,8,12143,11317,4,4,631.3214369,0.007227269,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,alphametics,FAILED,6,9334,12290,3,3,293.2977109,0.003373663,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,anagram,FAILED,3,1702,3986,2,1,900,0.01088636081,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,armstrong-numbers,COMPLETED,4,4179,4742,2,2,111.8287802,0.001300698,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,atbash-cipher,FAILED,2,0,0,2,0,900,0.019623749,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,bank-account,FAILED,8,18803,8016,4,4,201.06516,0.002320644,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,beer-song,FAILED,6,28631,10836,3,3,518.1642871,0.005937272,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,binary,FAILED,8,14719,5932,4,4,267.6429451,0.003079914,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,binary-search,COMPLETED,6,10878,5635,3,3,258.870213,0.002978376,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,binary-search-tree,FAILED,8,18846,11404,4,4,401.629415,0.004611448,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,bob,FAILED,6,7704,8311,3,3,198.906925,0.002298003,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,book-store,FAILED,2,0,0,2,0,900,0.01961315629,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,bottle-song,FAILED,8,13463,14156,4,4,900,0.01645210714,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,bowling,FAILED,2,0,0,2,0,900,0.01961469357,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,camicia,FAILED,2,0,0,2,0,900,0.01961995837,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,change,FAILED,2,0,0,2,0,900,0.01961631947,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,circular-buffer,FAILED,8,19651,14532,4,4,482.683506,0.005534081,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,clock,FAILED,8,19420,8598,4,4,335.0069199,0.003848537,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,collatz-conjecture,COMPLETED,6,9769,3606,3,3,90.97484899,0.001063302,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,complex-numbers,FAILED,8,18203,7528,4,4,187.9305398,0.002172486,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,connect,FAILED,2,0,0,2,0,900,0.01960867987,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,crypto-square,FAILED,2,1885,4466,2,0,900,0.012425732,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,custom-set,FAILED,8,11325,6915,4,4,167.1415339,0.001934294,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,darts,COMPLETED,4,4736,5598,2,2,133.518435,0.001552792,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,diamond,FAILED,3,1554,7464,2,1,900,0.0118274105,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,difference-of-squares,COMPLETED,6,6996,2491,3,3,62.60410595,0.000736073,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,diffie-hellman,COMPLETED,8,12598,5889,4,4,144.684751,0.001676443,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,dnd-character,FAILED,8,17101,5809,4,4,265.9913812,0.003064401,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,dominoes,FAILED,2,0,0,2,0,900,0.01961104789,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,dot-dsl,FAILED,8,22679,14105,4,4,350.30142,0.004021432,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,eliuds-eggs,COMPLETED,4,4658,2891,2,2,80.18476701,0.00093906,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,error-handling,FAILED,8,11084,9947,4,4,358.086637,0.004111304,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,etl,FAILED,4,4895,4394,2,2,104.5209861,0.001391356,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,flatten-array,COMPLETED,4,3983,7094,2,2,166.3698931,0.00191941,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,flower-field,FAILED,8,17036,11861,4,4,289.2595501,0.003325989,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,food-chain,FAILED,8,19061,13699,4,4,455.3905299,0.005222153,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,forth,FAILED,2,0,0,2,0,900,0.01960855809,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,game-of-life,COMPLETED,4,4577,6270,2,2,147.4985662,0.00170784,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,gigasecond,COMPLETED,6,11690,3915,3,3,98.84124088,0.001153092,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,go-counting,FAILED,2,0,0,2,0,900,0.01961623154,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,grade-school,FAILED,2,1550,3900,2,0,900,0.01087686544,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,grains,COMPLETED,6,8399,3408,3,3,85.20040798,0.001000963,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,grep,FAILED,8,15393,18703,4,4,689.233511,0.007974644,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,hamming,COMPLETED,4,4760,2055,2,2,58.46180487,0.000696459,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,hangman,FAILED,8,15113,11275,4,4,275.0174899,0.003162212,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,hello-world,COMPLETED,4,3422,1103,2,2,28.39418101,0.000351414,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,hexadecimal,FAILED,6,9427,8700,3,3,206.3203189,0.002378962,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,high-scores,FAILED,8,10445,3847,4,4,95.98135614,0.00111907,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,house,FAILED,2,0,0,2,0,900,0.01961386324,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,isbn-verifier,COMPLETED,8,15389,10602,4,4,258.4068711,0.002969382,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,isogram,COMPLETED,4,3418,3839,2,2,90.71259093,0.00106017,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,killer-sudoku-helper,FAILED,4,7248,5345,2,2,249.1195281,0.002867528,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,kindergarten-garden,FAILED,8,20794,22304,4,4,790.589797,0.009050117,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,knapsack,COMPLETED,6,8228,8512,3,3,203.3064411,0.002342968,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,largest-series-product,FAILED,2,2225,2145,2,0,900,0.01040123043,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,leap,COMPLETED,4,3767,4118,2,2,97.57344007,0.00114136,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,ledger,FAILED,8,27881,10419,4,4,294.6893759,0.003390583,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,line-up,FAILED,2,0,0,2,0,900,0.01960565324,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,linked-list,FAILED,8,20953,6851,4,4,177.3486111,0.002053462,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,list-ops,FAILED,8,13069,5895,4,4,144.8858919,0.00167988,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,luhn,FAILED,2,2254,1357,2,0,900,0.01155743294,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,markdown,COMPLETED,2,1429,578,1,1,872.817857,0.00998431,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,matching-brackets,COMPLETED,4,3918,5548,2,2,131.017149,0.00152239,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,matrix,FAILED,2,1614,967,2,0,900,0.01145112186,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,meetup,FAILED,2,3312,606,2,0,900,0.01135798877,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,minesweeper,FAILED,8,16388,6420,4,4,159.2896299,0.001843047,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,nth-prime,FAILED,6,8336,8429,3,3,321.638562,0.00369712,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,ocr-numbers,FAILED,2,0,0,2,0,900,0.019608638,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,octal,FAILED,6,8198,5786,3,3,138.586565,0.001604073,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,paasio,FAILED,8,14159,7315,4,4,178.94152,0.002073978,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,palindrome-products,FAILED,2,0,0,2,0,900,0.01961232832,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,pangram,COMPLETED,4,3986,3927,2,2,92.86546588,0.001086015,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,pascals-triangle,FAILED,3,2490,2836,2,1,900,0.01058684794,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,perfect-numbers,COMPLETED,6,10511,11438,3,3,275.7261949,0.003170279,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,phone-number,FAILED,3,2225,4424,2,1,900,0.01237806291,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,pig-latin,FAILED,2,0,0,2,0,900,0.01961123524,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,point-mutations,COMPLETED,4,4132,2817,2,2,67.36017489,0.000794128,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,poker,FAILED,6,6429,8272,3,3,900,0.01206224561,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,pov,FAILED,2,0,0,2,0,900,0.0196102459,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,prime-factors,COMPLETED,4,4201,3949,2,2,93.0138061,0.001082443,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,protein-translation,FAILED,4,4960,4717,2,2,111.749279,0.001301463,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,proverb,FAILED,8,12263,15200,4,4,362.617564,0.00416125,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,pythagorean-triplet,COMPLETED,4,4929,9406,2,2,223.1816308,0.002636689,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,queen-attack,FAILED,4,5534,4648,2,2,110.0706749,0.001279477,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,rail-fence-cipher,FAILED,2,0,0,2,0,900,0.01961342965,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,raindrops,COMPLETED,4,5127,1985,2,2,49.80166221,0.000599809,1,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,rational-numbers,FAILED,8,20643,12608,4,4,433.4387159,0.004976873,0,2026-05-11T06:11:04Z
20260510-002812--decomposition--qwen3_8b,20260510-002812--experiment,decomposition,qwen3:8b,react,FAILED,8,11568,12128,4,4,289.84181,0.003332921,0,2026-05-11T06:11:04Z
