run_id,experiment_id,pattern,model,task_name,status,llm_calls,prompt_tokens,completion_tokens,planner_calls,executor_calls,duration_seconds,energy_kwh,pass_rate,timestamp,total_tokens,energy_joules,success,model_size_b,pattern_paper_name
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,gigasecond,completed,1,1642,119,0,1,29.74867523,0.00037872,1,2026-05-24T15:41:13Z,1761,1363.3919999999998,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,go-counting,failed,2,4343,1476,0,2,900.0,0.004270698,0,2026-05-24T15:41:13Z,5819,15374.512799999999,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,grade-school,failed,1,1103,398,0,1,900.0,0.033830761,0,2026-05-24T15:41:13Z,1501,121790.7396,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,grains,completed,1,1129,143,0,1,27.46386766,0.000350043,1,2026-05-24T15:41:13Z,1272,1260.1548,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,grep,failed,2,10152,796,0,2,900.0,0.005474461,0,2026-05-24T15:41:13Z,10948,19708.0596,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,hamming,completed,1,1230,193,0,1,203.604597,0.002576194,1,2026-05-24T15:41:13Z,1423,9274.2984,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,hangman,failed,2,4008,1057,0,2,900.0,0.003210997,0,2026-05-24T15:41:13Z,5065,11559.5892,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,hello-world,completed,1,850,46,0,1,62.24675417,0.00078947,1,2026-05-24T15:41:13Z,896,2842.092,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,hexadecimal,completed,1,825,336,0,1,43.43120706,0.000551785,1,2026-05-24T15:41:13Z,1161,1986.4259999999997,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,high-scores,completed,2,3846,493,0,2,101.2027109,0.001284673,1,2026-05-24T15:41:13Z,4339,4624.8228,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,house,failed,2,9468,661,0,2,900.0,0.004962564,0,2026-05-24T15:41:13Z,10129,17865.2304,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,isbn-verifier,completed,1,1230,317,0,1,218.7047324,0.00276954,1,2026-05-24T15:41:13Z,1547,9970.344000000001,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,isogram,completed,1,816,114,0,1,17.28389704,0.000221193,1,2026-05-24T15:41:13Z,930,796.2948,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,killer-sudoku-helper,completed,1,1978,278,0,1,56.3409344,0.000714755,1,2026-05-24T15:41:13Z,2256,2573.118,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,kindergarten-garden,completed,1,1693,436,0,1,70.46652603,0.000893355,1,2026-05-24T15:41:13Z,2129,3216.078,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,knapsack,completed,1,1084,301,0,1,44.96923506,0.000571114,1,2026-05-24T15:41:13Z,1385,2056.0103999999997,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,largest-series-product,completed,1,1419,340,0,1,54.20930243,0.000687849,1,2026-05-24T15:41:13Z,1759,2476.2564,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,leap,completed,1,906,120,0,1,20.7166847,0.000264487,1,2026-05-24T15:41:13Z,1026,952.1532,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,ledger,failed,2,9144,1492,0,2,900.0,0.00576959,0,2026-05-24T15:41:13Z,10636,20770.523999999998,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,line-up,completed,1,1050,243,0,1,139.8077835,0.001769819,1,2026-05-24T15:41:13Z,1293,6371.3484,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,linked-list,completed,1,1906,641,0,1,100.6036248,0.001230827,1,2026-05-24T15:41:13Z,2547,4430.9772,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,list-ops,failed,2,3318,859,0,2,900.0,0.002631261,0,2026-05-24T15:41:13Z,4177,9472.5396,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,luhn,completed,1,1435,361,0,1,56.99606395,0.000723075,1,2026-05-24T15:41:13Z,1796,2603.07,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,markdown,failed,2,7093,1057,0,2,900.0,0.004172549,0,2026-05-24T15:41:13Z,8150,15021.1764,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,matching-brackets,completed,1,921,299,0,1,137.5323197,0.001741091,1,2026-05-24T15:41:13Z,1220,6267.9276,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,matrix,completed,1,1123,255,0,1,38.2413286,0.000486014,1,2026-05-24T15:41:13Z,1378,1749.6504,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,meetup,failed,2,31993,1318,0,2,900.0,0.028845804,0,2026-05-24T15:41:13Z,33311,103844.89439999999,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,minesweeper,failed,1,1226,398,0,1,900.0,0.029221545,0,2026-05-24T15:41:13Z,1624,105197.562,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,nth-prime,completed,1,1070,251,0,1,30.74478006,0.000392889,1,2026-05-24T15:41:13Z,1321,1414.4004,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,ocr-numbers,failed,2,10487,936,0,2,900.0,0.005804419,0,2026-05-24T15:41:13Z,11423,20895.9084,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,octal,completed,2,2997,447,0,2,258.0164055,0.003266312,1,2026-05-24T15:41:13Z,3444,11758.7232,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,paasio,failed,2,6558,1420,0,2,900.0,0.004978723,0,2026-05-24T15:41:13Z,7978,17923.4028,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,palindrome-products,failed,2,5715,1268,0,2,900.0,0.008056725,0,2026-05-24T15:41:13Z,6983,29004.210000000003,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,pangram,completed,1,961,109,0,1,82.1460675,0.001040992,1,2026-05-24T15:41:13Z,1070,3747.5712,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,pascals-triangle,completed,1,1965,279,0,1,54.42663145,0.000690721,1,2026-05-24T15:41:13Z,2244,2486.5956,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,perfect-numbers,completed,1,1473,250,0,1,44.37339127,0.000592807,1,2026-05-24T15:41:13Z,1723,2134.1052,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,phone-number,failed,2,5179,913,0,2,900.0,0.003311666,0,2026-05-24T15:41:13Z,6092,11921.9976,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,pig-latin,failed,2,3433,573,0,2,900.0,0.003214957,0,2026-05-24T15:41:13Z,4006,11573.8452,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,point-mutations,failed,2,2853,530,0,2,900.0,0.001770263,0,2026-05-24T15:41:13Z,3383,6372.9468,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,poker,failed,2,19415,1335,0,2,900.0,0.010382951,0,2026-05-24T15:41:13Z,20750,37378.6236,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,pov,failed,2,8450,1478,0,2,900.0,0.013931681,0,2026-05-24T15:41:13Z,9928,50154.0516,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,prime-factors,completed,1,985,286,0,1,174.0550278,0.002203124,1,2026-05-24T15:41:13Z,1271,7931.2464,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,protein-translation,completed,1,1139,365,0,1,47.74117649,0.000686592,1,2026-05-24T15:41:13Z,1504,2471.7311999999997,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,proverb,failed,2,4226,400,0,2,900.0,0.001893874,0,2026-05-24T15:41:13Z,4626,6817.9464,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,pythagorean-triplet,failed,2,3394,575,0,2,900.0,0.003379288,0,2026-05-24T15:41:13Z,3969,12165.4368,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,queen-attack,completed,1,1406,405,0,1,64.5191803,0.000818329,1,2026-05-24T15:41:13Z,1811,2945.9844000000003,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,rail-fence-cipher,failed,2,4363,878,0,2,900.0,0.0030365,0,2026-05-24T15:41:13Z,5241,10931.4,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,raindrops,completed,1,1315,194,0,1,91.67987394,0.001161508,1,2026-05-24T15:41:13Z,1509,4181.4288,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,rational-numbers,completed,1,1720,752,0,1,113.468967,0.001436944,1,2026-05-24T15:41:13Z,2472,5172.9983999999995,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,react,failed,2,4500,890,0,2,900.0,0.003125896,0,2026-05-24T15:41:13Z,5390,11253.2256,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,rectangles,failed,2,6306,875,0,2,900.0,0.00480944,0,2026-05-24T15:41:13Z,7181,17313.984,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,relative-distance,failed,2,8555,770,0,2,900.0,0.006770955,0,2026-05-24T15:41:13Z,9325,24375.438000000002,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,resistor-color,completed,1,1062,288,0,1,162.3321583,0.002054453,1,2026-05-24T15:41:13Z,1350,7396.0307999999995,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,resistor-color-duo,completed,1,1036,278,0,1,43.37577617,0.000550913,1,2026-05-24T15:41:13Z,1314,1983.2867999999999,1,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,resistor-color-expert,failed,2,6292,1033,0,2,900.0,0.004021858,0,2026-05-24T15:41:13Z,7325,14478.688799999998,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,resistor-color-trio,failed,2,4409,848,0,2,900.0,0.004587517,0,2026-05-24T15:41:13Z,5257,16515.0612,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,rest-api,failed,2,7297,1128,0,2,900.0,0.005876929,0,2026-05-24T15:41:13Z,8425,21156.9444,0,14,baseline
20260524-121225--baseline--qwen3_14b,20260524-121225--experiment,baseline,qwen3:14b,reverse-string,completed,1,842,43,0,1,113.3640107,0.001435514,1,2026-05-24T15:41:13Z,885,5167.850399999999,1,14,baseline
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,accumulate,completed,4,3538,6096,2,2,91.16150212,0.001116981,1,2026-05-10T12:16:19Z,9634,4021.1315999999997,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,acronym,failed,4,3482,15444,2,2,229.9575272,0.002656222,0,2026-05-10T12:16:19Z,18926,9562.3992,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,affine-cipher,failed,2,3017,5954,2,0,900.0,0.0109363164,0,2026-05-10T12:16:19Z,8971,39370.73904,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,all-your-base,failed,8,15535,17186,4,4,381.0182939,0.004373772,0,2026-05-10T12:16:19Z,32721,15745.579199999998,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,allergies,failed,8,12643,16539,4,4,248.646152,0.00286381,0,2026-05-10T12:16:19Z,29182,10309.716,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,alphametics,failed,8,11537,23212,4,4,349.9307241,0.004207126,0,2026-05-10T12:16:19Z,34749,15145.653600000001,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,anagram,completed,4,4463,12846,2,2,195.7905381,0.002260007,1,2026-05-10T12:16:19Z,17309,8136.0252,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,armstrong-numbers,completed,4,3822,8123,2,2,120.5440922,0.001397542,1,2026-05-10T12:16:19Z,11945,5031.1512,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,atbash-cipher,failed,2,1433,7530,2,0,900.0,0.01256538399,0,2026-05-10T12:16:19Z,8963,45235.382364,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,bank-account,failed,8,18717,14974,4,4,235.3371871,0.002716188,0,2026-05-10T12:16:19Z,33691,9778.2768,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,beer-song,failed,3,4673,7118,2,1,900.0,0.01248833072,0,2026-05-10T12:16:19Z,11791,44957.990591999995,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,binary,completed,8,14504,21335,4,4,331.2411101,0.003801688,1,2026-05-10T12:16:19Z,35839,13686.0768,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,binary-search,completed,8,16940,11600,4,4,176.823889,0.002042149,1,2026-05-10T12:16:19Z,28540,7351.7364,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,binary-search-tree,failed,8,17818,23861,4,4,372.782634,0.004281748,0,2026-05-10T12:16:19Z,41679,15414.292800000001,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,bob,failed,8,11082,17808,4,4,266.9797161,0.003079832,0,2026-05-10T12:16:19Z,28890,11087.395199999999,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,book-store,failed,2,0,0,2,0,900.0,0.01961148182,0,2026-05-10T12:16:19Z,0,70601.334552,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,bottle-song,failed,8,14427,33670,4,4,523.020761,0.005996201,0,2026-05-10T12:16:19Z,48097,21586.3236,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,bowling,failed,2,2513,6464,2,0,900.0,0.01101605215,0,2026-05-10T12:16:19Z,8977,39657.78774,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,camicia,failed,8,29564,41151,4,4,689.267072,0.007892759,0,2026-05-10T12:16:19Z,70715,28413.932399999998,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,change,failed,8,15654,21103,4,4,449.4160528,0.005153191,0,2026-05-10T12:16:19Z,36757,18551.4876,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,circular-buffer,failed,6,11911,10905,3,3,176.263418,0.002039601,0,2026-05-10T12:16:19Z,22816,7342.5635999999995,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,clock,failed,8,18874,23679,4,4,377.618412,0.004337141,0,2026-05-10T12:16:19Z,42553,15613.7076,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,collatz-conjecture,completed,6,9580,13048,3,3,200.497992,0.002314618,1,2026-05-10T12:16:19Z,22628,8332.6248,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,complex-numbers,failed,8,18157,11763,4,4,180.2537839,0.00208204,0,2026-05-10T12:16:19Z,29920,7495.343999999999,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,connect,failed,7,13196,22275,4,3,340.8095951,0.003914568,0,2026-05-10T12:16:19Z,35471,14092.444800000001,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,crypto-square,failed,2,1885,6066,2,0,900.0,0.01228438727,0,2026-05-10T12:16:19Z,7951,44223.794172,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,custom-set,failed,8,10669,12173,4,4,179.185215,0.002246086,0,2026-05-10T12:16:19Z,22842,8085.9096,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,darts,completed,8,13643,24034,4,4,371.220525,0.004267152,1,2026-05-10T12:16:19Z,37677,15361.7472,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,diamond,failed,2,0,0,2,0,900.0,0.0196132311,0,2026-05-10T12:16:19Z,0,70607.63196,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,difference-of-squares,completed,8,11021,9655,4,4,146.1955729,0.001693403,1,2026-05-10T12:16:19Z,20676,6096.2508,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,diffie-hellman,completed,8,12726,13809,4,4,214.2169371,0.002466074,1,2026-05-10T12:16:19Z,26535,8877.866399999999,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,dnd-character,failed,8,16123,15481,4,4,240.5149729,0.002769175,0,2026-05-10T12:16:19Z,31604,9969.03,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,dominoes,failed,8,13463,31644,4,4,488.4118438,0.005598691,0,2026-05-10T12:16:19Z,45107,20155.2876,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,dot-dsl,failed,8,18971,27633,4,4,433.7762511,0.004978033,0,2026-05-10T12:16:19Z,46604,17920.9188,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,eliuds-eggs,failed,4,4696,7656,2,2,114.5089622,0.001331396,0,2026-05-10T12:16:19Z,12352,4793.0256,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,error-handling,failed,8,12879,20073,4,4,296.277231,0.003407991,0,2026-05-10T12:16:19Z,32952,12268.7676,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,etl,failed,6,8586,17549,3,3,266.59761,0.003068919,0,2026-05-10T12:16:19Z,26135,11048.1084,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,flatten-array,completed,4,3790,10561,2,2,155.2342489,0.001793322,1,2026-05-10T12:16:19Z,14351,6455.9592,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,flower-field,failed,8,17053,32126,4,4,635.183882,0.007275616,0,2026-05-10T12:16:19Z,49179,26192.2176,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,food-chain,failed,8,15190,30415,4,4,471.3839979,0.005404194,0,2026-05-10T12:16:19Z,45605,19455.0984,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,forth,failed,3,2966,3533,2,1,900.0,0.01041878392,0,2026-05-10T12:16:19Z,6499,37507.622112000005,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,game-of-life,failed,6,8804,13573,4,2,204.5956509,0.002358996,0,2026-05-10T12:16:19Z,22377,8492.3856,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,gigasecond,completed,6,11022,15326,3,3,238.7594261,0.002751925,1,2026-05-10T12:16:19Z,26348,9906.93,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,go-counting,failed,4,4489,14917,2,2,900.0,0.01242481916,0,2026-05-10T12:16:19Z,19406,44729.348976,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,grade-school,failed,7,11114,20230,4,3,305.5804138,0.003514709,0,2026-05-10T12:16:19Z,31344,12652.9524,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,grains,completed,7,11908,13125,4,3,198.0979099,0.002286579,1,2026-05-10T12:16:19Z,25033,8231.6844,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,grep,failed,8,11735,19235,4,4,285.2675679,0.003282138,0,2026-05-10T12:16:19Z,30970,11815.6968,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hamming,completed,6,8698,10939,3,3,168.2362289,0.001944288,1,2026-05-10T12:16:19Z,19637,6999.4367999999995,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hangman,failed,8,14988,17786,4,4,269.2184291,0.003272353,0,2026-05-10T12:16:19Z,32774,11780.4708,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hello-world,completed,4,3424,7384,2,2,107.6457269,0.001249512,1,2026-05-10T12:16:19Z,10808,4498.2432,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,hexadecimal,completed,8,9814,20404,4,4,307.0463231,0.003528722,1,2026-05-10T12:16:19Z,30218,12703.3992,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,high-scores,failed,8,10312,8551,4,4,126.465857,0.001468015,0,2026-05-10T12:16:19Z,18863,5284.854,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,house,failed,6,10852,18045,3,3,279.813611,0.003219786,0,2026-05-10T12:16:19Z,28897,11591.2296,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,isbn-verifier,failed,5,4626,11105,3,2,900.0,0.01168284879,0,2026-05-10T12:16:19Z,15731,42058.255644000004,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,isogram,completed,4,3389,8320,2,2,121.4174161,0.00141231,1,2026-05-10T12:16:19Z,11709,5084.316,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,killer-sudoku-helper,failed,4,7067,10512,2,2,162.195044,0.001878928,0,2026-05-10T12:16:19Z,17579,6764.1408,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,kindergarten-garden,failed,2,2786,5655,2,0,900.0,0.01223048948,0,2026-05-10T12:16:19Z,8441,44029.762128,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,knapsack,failed,6,10262,17801,4,2,278.063365,0.003199001,0,2026-05-10T12:16:19Z,28063,11516.4036,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,largest-series-product,failed,8,15567,10725,4,4,163.785964,0.001896002,0,2026-05-10T12:16:19Z,26292,6825.6071999999995,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,leap,completed,7,9149,16415,4,3,244.1679051,0.002813148,1,2026-05-10T12:16:19Z,25564,10127.3328,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,ledger,failed,2,2756,3042,1,1,900.0,0.0103662674,0,2026-05-10T12:16:19Z,5798,37318.562640000004,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,line-up,failed,6,8086,17925,3,3,272.8833601,0.00313845,0,2026-05-10T12:16:19Z,26011,11298.42,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,linked-list,failed,8,20763,15349,4,4,240.8921912,0.002773068,0,2026-05-10T12:16:19Z,36112,9983.0448,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,list-ops,failed,4,4340,11710,2,2,172.063633,0.001990685,0,2026-05-10T12:16:19Z,16050,7166.465999999999,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,luhn,failed,2,0,0,2,0,900.0,0.019609444,0,2026-05-10T12:16:19Z,0,70593.9984,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,markdown,failed,2,1429,5648,1,1,900.0,0.01081156,0,2026-05-10T12:16:19Z,7077,38921.616,0,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,matching-brackets,completed,4,3925,9532,2,2,142.0546441,0.00164778,1,2026-05-10T12:16:19Z,13457,5932.008,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,matrix,completed,8,12947,13035,4,4,198.9458828,0.002291614,1,2026-05-10T12:16:19Z,25982,8249.8104,1,4,decomposition
20260510-002812--decomposition--qwen3_4b,20260510-002812--experiment,decomposition,qwen3:4b,meetup,failed,8,21990,26310,4,4,547.0316122,0.006308527,0,2026-05-10T12:16:19Z,48300,22710.697200000002,0,4,decomposition
